"DISTRICT","ZIPCODE","LATITUDE","LONGITUDE","ECONOMIC_NEED_INDX","INCOME","PCT_ELL","PCT_ASIAN","PCT_BLACK","PCT_HISPANIC","PCT_WHITE","PCT_ATTENDANCE","PCT_ABSENCES","PCT_RIGOROUS","PCT_COLLABORATIVE","PCT_SUPPORTIVE","PCT_EFFECTIVE","PCT_FAMILY_TIES","PCT_TRUST","PCT_4S_UNDRRP","PCT_4S_ECNDSV","SPHS_APPLICANTS","ELA_PROF","MATH_PROF","CLASS_SIZE","PTRATIO","PCT_FEMALE","SPHS_TESTERS","SPHS_OFFERS","SPHS_FEEDER"
14,11206,40.703878,-73.953472,86.8,31274.9065529452,22,1,15,78,5,90,35,88,92,82,88,77,91,0,1.51515151515152,85,2.06,1.99,17.8958333333333,8.6,46.6292134831461,0,0,1
19,11208,40.669568,-73.879189,84.5,33247.9026063706,5,4,59,37,0,92,32,86,96,93,91,83,96,1.17647058823529,1.17647058823529,77,2.19,2.07,26.1724137931034,11.9,50.9881422924901,16,0,1
8,10472,40.829108,-73.85691,79.6,34068.0020113154,15,23,18,56,1,92,29,93,95,80,93,79,91,0,3.96039603960396,95,2.23,2.17,27,12.2,52.3809523809524,29,1,0
30,11105,40.771319,-73.924184,56.1,8876.24675949368,3,34,6,43,16,97,6,90,95,91,78,74,87,0,16.4556962025316,84,2.88,2.88,33.8620689655172,16.3,100,29,7,0
11,10462,40.835236,-73.846547,76.4,45253.24,14,33,8,53,4,95,16,92,87,85,79,76,88,0,11.1111111111111,164,2.5,2.82,28.8472222222222,14.1,48.868778280543,64,8,0
9,10456,40.830895,-73.902386,81.4,34947.5239127474,10,0,40,58,0,94,20,82,81,82,76,74,85,0,4.05405405405405,88,2.23,2.39,22.8084739063386,12.2046003689034,45.6692913385827,16,1,0
23,11212,40.66798,-73.912085,85.1,32208.89,9,2,71,25,2,88,47,90,82,77,65,73,76,0,2.22222222222222,28,2.17,1.98,18.8725840856881,11.6779018952501,49.5412844036697,9,0,1
7,10454,40.810207,-73.91839,90.3,31986.3479949213,26,0,25,74,1,90,35,87,87,81,80,79,88,0,0,129,2.18,2.13,27.5833333333333,11.9,43.5754189944134,0,0,1
6,10027,40.816172,-73.952104,72.4,27486.1704654152,4,1,9,84,4,94,16,92,88,87,80,73,90,0,13.5802469135802,87,3.01,3.12,22.6849315068493,13,59.5890410958904,81,14,0
2,10011,40.742571,-74.002371,30.8,83174.1864787463,1,47,2,7,34,98,2,88,91,90,83,85,92,0,24.8554913294798,181,3.62,3.94,30.3255813953488,16.6,41.3357400722022,163,122,0
19,11208,40.669455,-73.867298,71,33468.7,1,6,69,23,0,95,12,87,88,83,84,89,92,2.56410256410256,1.2987012987013,71,2.45,2.73,22.8881104993059,13.5642496031349,51.1331444759207,26,1,0
31,10314,40.620326,-74.164432,56.9,67543.01,4,12,21,41,23,94,17,94,91,85,82,81,90,2.97029702970297,16.8316831683168,96,2.79,2.91,24.8085106382979,14.9,51.5452538631347,34,8,0
25,11366,40.724191,-73.80937,44.3,65883.3925833333,2,40,17,23,18,96,9,81,87,85,82,73,89,0,2.7027027027027,76,2.8,2.8,27.4444444444444,12.2,49.8263888888889,23,2,0
9,10452,40.842811,-73.916384,86.2,25275.4356512262,10,0,22,77,1,94,21,93,94,85,91,79,93,0,14,105,2.64,3.03,25.24,14.7,49.8637602179836,15,2,0
6,10033,40.84562,-73.939738,87.8,31873.1035813953,91,0,0,100,0,97,3,85,93,89,88,85,94,0,0,63,1.81,2.03,18.4285714285714,12.5,50.3875968992248,0,0,1
24,11385,40.705243,-73.861935,26.3,67491.07,4,5,1,40,52,96,9,94,93,92,87,80,92,0,8.62068965517241,133,2.89,3.13,28.7291666666667,17.1,49.7767857142857,26,5,0
10,10468,40.859604,-73.906275,90.9,27549.2271225296,24,1,19,78,1,91,33,89,91,83,83,84,94,0,3.03030303030303,69,2.06,2.12,22.2127659574468,13.6,49.2753623188406,8,0,1
21,11224,40.57427,-73.992477,91.2,22422.66,7,2,53,36,7,89,46,83,86,80,82,81,89,2.17391304347826,4.34782608695652,51,2.19,2.2,18.7142857142857,12.2,48.2654600301659,0,0,1
4,10029,40.795035,-73.947872,84.3,27911.28,13,5,28,64,1,91,34,87,80,86,67,83,86,0,2.38095238095238,91,2.29,2.31,23,10.3,45.1327433628319,9,0,1
11,10469,40.86429,-73.836566,71.4,44832.2805219699,7,2,67,27,2,92,31,84,91,87,88,78,94,0.704225352112676,0.704225352112676,162,2.29,2.22,24.7066666666667,12.3,49.6674057649667,31,0,1
3,10024,40.781081,-73.978085,30.4,74956.6072258065,3,6,14,26,50,97,6,90,92,91,85,86,95,2.41935483870968,4.83870967741935,133,3.17,3.14,26.1515151515152,15.6,52.5,70,23,0
15,11215,40.660969,-73.989018,38.1,52647.6978931475,1,6,13,35,45,95,10,93,94,86,89,83,93,4.26829268292683,5,184,3.1,3.11,31.1621621621622,16.2,72.1340388007055,94,28,0
24,11379,40.719517,-73.875034,34.8,67367.55,7,16,0,25,57,96,9,92,93,88,86,81,94,0,9.09090909090909,133,2.97,3.09,31.1607142857143,16.9,49.9137931034483,43,11,0
26,11361,40.758543,-73.77397,25.8,82366.1734766734,4,66,5,10,18,98,4,85,87,85,87,73,88,0.272479564032698,20.855614973262,416,3.29,3.58,27.7824427480916,17.3,49.6551724137931,233,123,0
7,10451,40.822539,-73.921487,87.8,28918.55,13,2,27,69,1,90,39,86,86,85,79,81,89,0,1.28205128205128,78,2.09,2.04,19.6666666666667,12.7,45.0564971751412,9,0,1
26,11004,40.742067,-73.713022,27.1,84908.377344668,4,62,10,13,13,97,6,86,79,82,68,73,82,1.03806228373702,10.2389078498294,345,2.96,3.08,28.5576923076923,16.3,46.0122699386503,189,42,0
3,10027,40.806174,-73.948335,74.2,35020.21,7,1,84,15,1,92,26,93,90,86,84,89,91,0,0,33,2.43,2.62,22.3239196458431,12.8221623143577,50.9803921568627,13,1,0
22,11230,40.632144,-73.969817,60.4,47496.34,7,21,59,16,3,94,15,93,90,95,84,88,95,3.7037037037037,3.7037037037037,71,2.48,2.83,22.1740407868957,13.7629513112087,49.8466257668712,29,1,0
18,11212,40.662056,-73.920703,60.6,45876.16,1,1,95,3,0,97,4,84,87,83,80,84,89,0,3.84615384615385,109,2.55,2.56,24.2180897577143,14.3333000327125,47.1428571428571,48,4,0
31,10312,40.544369,-74.197201,20.7,89021.7466549783,1,9,1,10,79,95,12,92,94,85,90,74,92,0,9.25925925925926,431,3.05,3.16,26.4038461538462,13,48.7964989059081,153,44,0
29,11428,40.72073,-73.731394,41.9,67828.27,11,38,25,28,5,96,7,95,85,87,69,81,82,4,19.2982456140351,62,2.82,2.85,24.7142857142857,12.5,45.5645161290323,27,8,0
2,10002,40.716213,-73.993555,83.7,31209.1006000238,35,77,8,14,0,97,9,86,92,91,86,78,95,0,0,138,2.49,3.02,23.0519480519481,12.4,43.348623853211,54,11,0
16,11221,40.688447,-73.935295,82.8,35536.41,5,2,78,19,0,89,44,87,86,86,77,83,86,0,0,57,2.27,2.01,13.4090909090909,9.2,42.5454545454545,8,0,1
17,11213,40.672706,-73.92893,79.7,32470.47,4,6,77,15,1,92,24,89,86,83,80,82,85,1.75438596491228,0,56,2.35,2.21,21.2,13.7,56.8134171907757,12,0,1
6,10040,40.863962,-73.933043,81.1,33242.8443333333,22,0,6,92,1,97,4,96,94,92,93,84,96,0,11.6666666666667,114,2.35,2.75,24.7276860051111,13.132844792152,50.1388888888889,38,4,0
22,11229,40.597135,-73.948515,49.7,57254.23,19,46,2,11,39,96,9,92,91,87,84,79,89,0,17.6470588235294,116,2.98,3.26,25.6172839506173,16.2,50.5647840531561,51,13,0
23,11212,40.660228,-73.904947,90.4,29709.42,4,1,71,27,0,88,48,83,80,80,72,87,86,2.63157894736842,2.63157894736842,49,2.17,2.21,15.6486486486486,13.6,50.2645502645503,0,0,1
23,11212,40.65997,-73.913616,80.4,42382.2126023622,6,1,87,11,0,92,27,97,91,92,92,85,93,6.25,3.125,47,2.18,2.25,20.3333333333333,10.5,42.5196850393701,6,0,1
5,10030,40.817282,-73.947238,74.7,80179.2803333333,3,0,74,24,1,88,47,92,91,83,91,82,90,4.16666666666667,4.16666666666667,57,2.26,2.02,19.9615384615385,10.8,0,10,0,1
5,10027,40.810854,-73.956339,74.6,38049.9480919925,4,1,56,41,1,95,14,87,90,80,90,88,92,12.1212121212121,21.2121212121212,68,2.54,2.78,24.1305341199935,13.3714475786174,48.1040086673889,18,4,0
17,11238,40.674551,-73.960867,74.6,45674.3076615113,4,2,83,14,2,93,22,91,90,86,89,78,94,3.2258064516129,4.83870967741935,45,2.16,2.14,23.6666666666667,12.4,42.4657534246575,6,0,1
19,11239,40.646745,-73.881849,64,48579.1757575758,2,5,72,23,0,95,14,89,95,85,91,84,96,4.04040404040404,5.05050505050505,101,2.72,2.63,28,14.7,54.1666666666667,52,3,0
25,11355,40.760344,-73.817909,63,41986.6416599499,24,69,3,25,3,97,5,94,94,88,88,69,90,0,14.2857142857143,248,2.64,2.98,26.016,15.4,49.5460440985733,97,26,0
15,11232,40.652095,-74.007424,80.7,25315.3596190476,15,19,1,75,4,96,9,78,84,84,85,71,92,0,24.2424242424242,163,2.68,2.89,24.3647058823529,11.7,46.2301587301587,53,14,0
22,11234,40.620767,-73.912988,54.6,61391.5385983437,5,5,73,10,11,93,22,82,81,77,78,74,86,1.05263157894737,1.6304347826087,201,2.31,2.27,24.0636363636364,14.3,46.2081128747795,35,1,0
3,10026,40.803013,-73.948255,71.2,39861.23,3,1,74,21,1,0,100,96,93,83,84,94,89,56.9620253164557,50.6329113924051,101,3.06,3.79,17.6899036401407,14.3821956276148,52.1482729570345,35,24,0
1,10009,40.729153,-73.982474,61,56760.0095900439,1,11,21,53,12,97,5,92,95,92,96,88,95,2.56410256410256,6.41025641025641,94,2.82,2.9,21.1964285714286,13.1,46.4128843338214,16,2,0
25,11358,40.765017,-73.789689,33.6,73720.0968419882,10,50,1,24,24,97,6,87,85,85,75,69,87,0,17.6691729323308,329,2.95,3.23,29.3714285714286,21.1,44.7470817120623,147,46,0
7,10454,40.809065,-73.91752,84,32645.3622812668,27,0,7,91,1,97,6,99,99,87,94,92,97,0,6.17283950617284,87,2.38,2.3,24.6846630499275,13.0735175145462,52.463768115942,26,3,0
3,10026,40.802284,-73.95408,78.6,47379.695953775,8,2,68,27,1,88,34,76,76,81,72,76,84,0,0,9,2.32,2.22,13,11.1,34.4632768361582,0,0,1
3,10023,40.771743,-73.987572,75.8,63947.38,8,7,36,45,11,91,33,82,79,82,70,88,88,0,0,35,2.23,2.1,21.8571428571429,11.2,44.7674418604651,6,0,1
10,10467,40.885328,-73.878058,82.4,9531.6177554378,6,2,21,77,1,94,18,89,86,86,74,73,86,0,5.31914893617021,80,2.52,2.54,26.7674418604651,13,76.9516728624535,19,1,0
23,11233,40.673118,-73.920067,84.4,36035.1986474677,4,1,84,13,1,90,36,97,100,100,98,95,100,5.26315789473684,5.26315789473684,46,2.32,2.17,23.2121212121212,11.1,51.5723270440252,7,0,1
22,11234,40.613779,-73.930304,31.5,73629.22,3,10,35,15,39,96,7,93,91,89,84,84,92,10.2941176470588,11.7647058823529,140,2.91,2.99,25.2025316455696,15.3,47.7198697068404,43,13,0
13,11201,40.698516,-73.986971,63.9,51831.5002058372,2,2,70,19,5,0,100,83,88,78,86,79,88,8.33333333333333,5,137,2.63,2.57,17.5689914198034,11.5359857739668,43.6251920122888,40,5,0
5,10039,40.824398,-73.936545,70.8,45774.1411276358,3,1,71,23,2,93,22,89,86,79,75,78,85,4.10958904109589,5.47945205479452,87,2.41,2.24,23.1923076923077,17.6,46.6568699485672,13,1,0
6,10033,40.849099,-73.931106,84.9,39958.135590825,52,0,1,96,3,91,24,82,83,81,78,76,86,0,0.980392156862745,109,2.12,2.06,19.4838709677419,9.5,37.7358490566038,17,0,1
4,10029,40.79259,-73.942119,43.5,48431.58,0,34,25,19,15,97,5,92,92,91,86,87,90,14.0350877192982,37.5,56,3.64,3.89,27.1428571428571,24.2,48.381601362862,54,40,0
29,11413,40.672087,-73.743438,36.7,80439.0937647059,2,1,86,5,1,95,13,75,86,85,84,84,91,4.61538461538462,3.07692307692308,87,2.34,2.18,18.5454545454545,12.1,47.0588235294118,21,1,0
29,11433,40.707652,-73.785219,65,47432.34,8,27,34,27,2,94,16,91,83,88,73,78,82,4.41176470588235,1.49253731343284,61,2.69,2.71,22.9393939393939,14,49.2088607594937,27,1,0
3,10027,40.807609,-73.955839,69,51468.6,5,1,57,30,8,94,19,86,86,86,85,90,90,7.54716981132075,7.54716981132075,60,2.48,2.44,24.875,11.7,49.5412844036697,22,2,0
9,10456,40.828111,-73.917661,81.9,32641.5014184529,14,3,29,66,2,93,23,90,94,84,88,74,90,0,1.35135135135135,65,2.17,2.16,22.5869565217391,12.2,50.1915708812261,13,0,1
25,11367,40.721159,-73.823164,41.5,64280.02,10,29,6,26,38,95,10,89,88,83,76,79,89,0,15.8536585365854,87,2.95,3.24,20.056338028169,13.3,50.3607503607504,38,7,0
16,11221,40.688119,-73.924441,68,40473.95,2,2,84,11,1,94,18,93,93,84,88,89,88,14.8648648648649,9.45945945945946,109,2.99,3.48,25.5156901334788,16.2319167362847,77.7478084962913,59,12,0
12,10459,40.822084,-73.894038,86.8,36097.1109843512,33,2,16,80,1,92,23,74,73,80,70,77,85,0,1.14942528735632,72,2.04,1.97,21.7777777777778,10,41.3654618473896,10,0,1
8,10472,40.824884,-73.873517,87.6,26654.5056452791,24,1,21,78,0,91,28,67,64,78,53,71,69,0,2.67857142857143,88,2.15,1.98,23.7377049180328,11.5,48.169014084507,11,0,1
28,11434,40.675061,-73.77561,61.4,52371.1037142857,6,12,72,12,0,89,40,78,79,73,72,73,82,2.85714285714286,2.85714285714286,131,2.27,2.21,20.6551724137931,10.5,47.2,37,2,0
28,11432,40.713395,-73.797066,54.9,55620.1489734135,9,27,51,15,3,95,13,86,83,83,72,72,84,3.7037037037037,8.64197530864197,76,2.47,2.53,22.7291666666667,13.3,48.5842026825633,24,2,0
12,10460,40.836359,-73.89275,85.2,30147.6676170068,10,1,25,71,1,93,24,87,84,80,74,77,82,0,2.73972602739726,78,2.25,2.22,20.5416666666667,11.6,50.207468879668,19,1,0
12,10457,40.84385,-73.890063,87.8,33034.9813284884,19,1,27,70,2,88,38,85,79,83,73,79,90,1.16279069767442,0,101,2.15,2.16,21.6862745098039,10.6,44.53125,18,0,1
3,10023,40.775221,-73.982997,25.3,76791.47,1,16,13,14,43,96,7,96,97,91,95,91,95,0,0,16,3.67,3.85,15.3333333333333,13.2,50.9554140127389,10,7,0
27,11420,40.675063,-73.816692,55,55933.4014717253,6,24,39,16,1,93,21,81,71,82,55,70,79,1.7921146953405,5.01792114695341,331,2.37,2.34,25.4422110552764,17.2,48.3624454148472,58,4,0
21,11223,40.608787,-73.964587,80,44760.9,27,17,4,56,22,94,18,88,91,89,77,82,92,0,3.57142857142857,61,2.42,2.49,19.7777777777778,13.4,47.7905073649754,14,0,1
6,10034,40.865573,-73.921602,77.7,36559.91,17,2,1,94,2,94,13,95,89,92,84,88,92,0,8.33333333333333,55,2.57,2.72,29.1666666666667,17,54.6409807355517,15,2,0
10,10458,40.858431,-73.887039,88.6,26077.45339737,17,1,16,78,4,91,32,87,86,82,75,73,88,0.4739336492891,0,257,2.27,2.15,24.1843971631206,14.2,49.4366197183099,46,1,0
24,11373,40.737757,-73.887429,64.3,46175.1003397327,16,44,2,52,2,96,10,82,82,83,76,68,90,0.175131348511384,12.6079447322971,629,2.84,2.99,24.6283783783784,14.5,48.8876529477197,264,63,0
27,11692,40.591349,-73.786189,74.4,40849.62,0,4,70,18,3,96,7,94,87,87,83,81,86,2.32558139534884,0,30,2.57,2.62,25.6666666666667,16.3,53.7383177570093,9,0,1
8,10456,40.822303,-73.906686,82.3,40201.7523325527,22,0,41,57,1,88,45,84,89,87,85,80,92,0,1.63934426229508,78,1.97,1.95,22.02,9.5,42.8571428571429,0,0,1
10,10453,40.859165,-73.909733,85.2,28779.66,7,1,13,85,0,95,16,86,86,85,79,84,91,0,8.06451612903226,56,2.57,2.84,24.6829268292683,15.9,54.5833333333333,27,4,0
31,10310,40.628284,-74.117592,55.7,52692.49355778,5,10,24,40,25,92,26,84,87,79,75,69,86,1.49700598802395,7.18562874251497,328,2.64,2.53,25.9397590361446,15.2,49.2537313432836,77,12,0
7,10454,40.807731,-73.912768,84.8,24982.3,10,0,46,52,1,94,20,95,84,95,80,83,91,18.3673469387755,0,83,2.83,3.11,24.6993881965446,14.8560743831561,52.0947176684882,32,14,0
2,10128,40.783283,-73.945937,76.5,33896.3382926829,6,5,31,60,2,90,30,90,90,77,67,65,81,0,0,22,2.24,1.95,18.3333333333333,12.4,51.219512195122,0,0,1
24,11385,40.699269,-73.901988,68.7,42665.4963214756,22,10,3,76,11,93,22,81,90,82,81,69,91,0.666666666666667,7,345,2.32,2.36,22.0963302752294,12,47.4308300395257,61,5,0
25,11355,40.749539,-73.821454,53.8,50136.5136597497,7,67,10,18,4,98,2,89,88,84,85,74,91,0,31.7757009345794,106,2.96,3.39,24.7543859649123,11,45.7627118644068,70,29,0
27,11420,40.665478,-73.811093,50.6,56649,6,49,22,22,2,95,14,86,87,88,78,80,90,1.35135135135135,6.75675675675676,138,2.64,2.86,26.8666666666667,16.9,47.6810414971522,52,8,0
14,11211,40.715274,-73.957057,55.1,49125.1369125143,3,3,3,59,35,95,16,92,91,88,89,78,92,0,4.79452054794521,169,2.85,2.6,31.828125,14.2,56.3745019920319,90,17,0
13,11238,40.684336,-73.960549,78,41573.2461073825,16,15,68,14,3,90,37,75,88,68,89,86,87,0,0,45,2.21,2.07,23.1851851851852,9.5,50.3355704697987,21,0,1
2,10038,40.710448,-73.997001,72.8,38919.61,17,59,11,21,8,96,10,91,93,91,89,82,95,0,27.8846153846154,112,2.93,3.29,28.4262295081967,14.5,46.0459183673469,66,28,0
16,11221,40.691976,-73.931488,75.9,44076.8921491464,7,1,76,21,2,91,27,87,87,84,76,80,88,2.38095238095238,4.76190476190476,62,2.18,2.13,15.2291666666667,9.9,44.0251572327044,20,1,0
21,11235,40.58677,-73.961478,59.9,51896.27,16,30,4,23,42,94,18,93,94,91,81,81,93,0,20.4081632653061,71,2.64,2.82,22.3448275862069,13.3,47.3396998635744,33,8,0
27,11694,40.586666,-73.823435,55.1,56756.9480286954,2,7,49,28,13,95,14,94,96,88,90,77,94,1.23456790123457,1.23456790123457,96,2.63,2.47,26.1428571428571,13.6,53.3783783783784,15,0,1
23,11212,40.671012,-73.90774,92.5,22456.0688888889,14,0,63,33,2,87,42,79,80,85,76,80,89,2.77777777777778,0,31,2.07,1.98,27.25,12.7,52.7777777777778,0,0,1
29,11412,40.706768,-73.753793,48.7,75979.1702352941,5,3,86,8,1,94,14,92,95,92,90,98,96,2.45098039215686,1.96078431372549,162,2.32,2.13,22.6413043478261,15.7,46.2962962962963,18,1,0
17,11226,40.656389,-73.951462,71.7,41216.9266365242,7,3,81,13,2,94,16,87,89,85,86,77,88,3.87096774193548,5.16129032258065,157,2.46,2.42,25.7894736842105,14.9,51.1156186612576,69,4,0
31,10306,40.577094,-74.10015,52.6,55896.7655437521,5,11,6,29,54,93,20,83,92,82,78,75,89,0,6.41509433962264,289,2.7,2.6,26.7005988023952,14.5,50.7660878447395,75,9,0
12,10457,40.842605,-73.890915,90.3,27047.1280827815,18,2,25,69,3,88,40,85,91,83,87,80,92,0,6.25,55,2.2,2.07,20.2051282051282,13.6,47.682119205298,7,0,1
23,11233,40.682247,-73.916696,80.7,35419.93,3,0,74,20,1,88,43,93,90,85,80,87,92,0,0,32,2.27,2.38,18.7777777777778,10.8,51.8151815181518,9,0,1
30,11372,40.749951,-73.885164,51.3,52130.6,5,18,8,58,14,96,3,89,88,81,81,86,87,0,2.08333333333333,53,2.65,2.92,24.7574248923098,14.3695243767187,49.5575221238938,13,2,0
19,11208,40.685841,-73.869429,78.8,33787.1199764803,22,4,14,77,1,92,26,93,94,85,86,76,93,0.763358778625954,6.87022900763359,151,2.27,2.2,22.6022727272727,14.5,50.2252252252252,11,1,0
17,11226,40.648365,-73.953433,70.8,48377.1842469734,21,1,75,21,2,91,32,84,78,80,73,79,84,0.847457627118644,0,152,2.24,2.03,22.95,13.7,46.2469733656174,24,0,1
7,10451,40.81366,-73.925999,88.2,28484.0072170318,14,1,30,67,2,90,33,80,79,76,72,77,83,1.21951219512195,1.21951219512195,81,2.08,2.06,20.5192307692308,9.6,49.4915254237288,0,0,1
29,11413,40.668105,-73.757899,46.4,61391.8153454271,1,4,85,6,2,97,3,94,93,88,92,81,91,11.1111111111111,11.1111111111111,43,2.68,2.6,22.0606060606061,19.3,53.9115646258503,10,1,0
23,11212,40.660182,-73.906873,90,29567.13,6,1,63,32,1,89,42,87,88,79,81,77,87,0,0,62,2.14,2.13,19.8709677419355,12.5,49.45295404814,0,0,1
28,11433,40.696913,-73.786396,70.4,46485.0975254161,7,11,58,20,2,93,26,76,90,78,84,79,89,1.65289256198347,0.826446280991736,124,2.22,2.3,24.3333333333333,12.8,48.7671232876712,21,0,1
22,11210,40.612571,-73.951555,61.6,50038.8131420107,12,6,61,18,14,95,13,82,92,80,87,77,89,1.20481927710843,3.48837209302326,102,2.54,2.31,20.3333333333333,10.4,52.8688524590164,30,1,0
7,10456,40.818906,-73.905333,88.2,28411.4075544697,23,0,26,72,1,90,37,82,92,75,92,75,91,0,1.14942528735632,84,2.14,1.97,18.7884615384615,9.3,48.582995951417,9,0,1
12,10459,40.822084,-73.894038,87,25384.7227659575,21,3,28,67,1,90,38,79,77,71,73,82,82,0,1.06382978723404,96,2.11,1.98,22.7169811320755,9.4,57.6666666666667,8,0,1
30,11101,40.75855,-73.939237,84.7,26289.11,19,4,41,48,6,89,45,87,84,84,76,78,83,0,0,24,2.06,2.03,16,8.6,49.3670886075949,0,0,1
29,11422,40.659983,-73.734434,54.5,79063.05,4,3,84,8,2,94,19,86,86,79,82,81,87,2.02020202020202,2.02020202020202,102,2.27,2.16,24.2857142857143,14.6,46.9200524246396,10,0,1
29,11433,40.70076,-73.781916,74.8,48919.46,11,5,60,32,2,91,38,86,83,80,77,85,87,0,0,63,2.26,2.24,22.1764705882353,13.7,50.8838383838384,10,0,1
11,10475,40.874988,-73.832178,53.4,59717.3833221162,3,5,63,26,4,93,21,87,90,86,84,77,91,8.91472868217054,10.8108108108108,290,2.66,2.67,23.4900662251656,14.5,46.6591166477916,124,18,0
20,11204,40.634787,-73.981631,79.2,31890.3731554946,31,61,4,27,7,96,12,85,88,86,82,72,90,0.325732899022801,21.8241042345277,324,2.43,2.89,22.5081967213115,13.5,46.5263157894737,142,33,0
6,10033,40.833487,-73.942446,85,33030.0199420601,19,1,7,91,1,93,20,87,95,89,91,80,95,0,0,94,2.31,2.23,26.1714285714286,13,49.0753911806543,16,0,1
12,10460,40.843884,-73.884317,80.9,37255.5619658961,11,1,27,69,2,87,42,90,76,83,62,78,79,0,1.63934426229508,70,2.27,2.24,17.5121951219512,9.3,47.3572938689218,6,0,1
11,10462,40.845031,-73.857976,64.7,45355.72,6,7,12,65,14,95,10,91,88,87,86,82,90,0,6.31578947368421,95,2.65,2.76,28.8205128205128,14.6,47.3270440251572,36,3,0
19,11207,40.661208,-73.886779,71.6,36789.620800759,3,2,65,30,1,95,8,87,85,80,84,71,90,4.47761194029851,8.82352941176471,71,2.61,2.74,23.72,11.9,49.5967741935484,10,1,0
26,11365,40.73726,-73.794463,39.9,77591.8535388876,8,68,6,11,14,97,5,88,85,85,81,75,86,1.59817351598174,19.8630136986301,487,3.1,3.41,30.5781990521327,17.9,48.155737704918,304,112,0
10,10453,40.855211,-73.903264,89.8,27545.8065834502,31,3,12,84,1,92,26,91,93,86,90,87,93,0.645161290322581,5.16129032258065,157,2.3,2.33,28.3768115942029,10.8,51.5217391304348,29,2,0
15,11231,40.680431,-73.991704,68.4,55657.667100038,7,6,26,47,19,92,27,84,90,85,83,82,92,3.77358490566038,7.27272727272727,79,2.36,2.3,20.7777777777778,7.9,35.9832635983264,25,3,0
12,10460,40.845682,-73.886532,84.1,36310.5534185464,9,2,30,65,2,94,19,92,93,86,89,80,94,1.76991150442478,5.26315789473684,128,2.43,2.52,25.8641975308642,13.9,42.8571428571429,34,2,0
9,10456,40.832278,-73.914142,87.7,32358.829027027,37,1,25,72,1,90,34,85,82,82,76,77,88,0,0,149,2.05,1.91,25.5714285714286,9.2,45.7207207207207,24,0,1
19,11208,40.685841,-73.869429,81.8,35808.6935523139,13,2,17,78,0,91,43,87,92,85,87,74,91,0,0.980392156862745,96,2.34,2.14,19.4444444444444,15.2,46.3949843260188,10,0,1
30,11106,40.760397,-73.939713,59.7,48346.04,17,16,11,59,10,96,8,85,89,77,87,83,91,0,5.08474576271187,59,2.73,3.23,24.7096261678856,14.547093186896,52.9325513196481,20,3,0
7,10451,40.822539,-73.921487,89,30388.2584099617,34,1,28,69,1,92,29,88,90,85,78,80,90,0,0,92,2.1,1.98,20.3548387096774,13,47.5095785440613,0,0,1
28,11435,40.710509,-73.811875,62.8,55017.9234747298,18,37,13,41,6,93,19,91,95,87,90,75,94,0.200400801603206,6.28571428571429,562,2.64,2.64,25.1134020618557,16.8,46.3803680981595,175,17,0
20,11209,40.618025,-74.028588,52.3,57526.02,9,22,3,25,47,96,10,92,93,86,85,78,93,0,9.55414012738854,170,2.82,3.09,28.202380952381,18.2,45.6916996047431,87,17,0
23,11233,40.678113,-73.915211,77.1,35748.6185,2,2,87,12,0,89,44,98,99,87,97,87,95,5,5,61,2.3,2.08,18.2857142857143,13.5,56.875,9,0,1
20,11218,40.607008,-73.986852,20.9,65859.29,6,18,5,5,71,96,5,91,97,94,95,90,95,0,14,85,3.47,3.68,29.2857142857143,21.2,49.8233215547703,80,59,0
17,11213,40.672272,-73.937164,79.2,34070.0980426721,11,3,78,13,3,92,27,99,97,96,95,88,98,9.67741935483871,11.2903225806452,71,2.69,2.64,20.2678571428571,9.6,51.9685039370079,18,3,0
23,11212,40.668975,-73.917872,75.8,33699.66,1,1,87,11,0,95,9,85,87,86,84,83,92,4.81927710843374,2.40963855421687,111,2.48,2.65,23.9070352157768,13.778938120446,52.1359223300971,24,1,0
28,11375,40.723014,-73.851845,37.2,74986.6467009958,8,33,7,28,29,95,12,86,81,80,72,70,82,0.284090909090909,8.42696629213483,351,2.85,3.03,29.0810810810811,19,47.1090047393365,172,47,0
6,10031,40.820988,-73.952995,78.6,40526.3635280899,34,1,11,85,3,96,10,73,78,79,70,79,85,0,1.53846153846154,84,2.09,2.31,27,11.7,45.6928838951311,18,1,0
32,11221,40.695648,-73.915406,83.9,39484.9211428571,30,1,15,81,3,89,36,96,97,88,89,78,93,0,1.0989010989011,107,2.17,2.1,18.5777777777778,9.2,41.0714285714286,8,0,1
5,10027,40.819764,-73.95724,79.8,33303.04,12,0,30,68,1,96,12,93,95,88,94,90,95,0,0,94,2.6,3.13,24.1173814676473,14.0708973217614,49.5590828924162,15,8,0
13,11201,40.701781,-73.981587,85.9,28503.8216507538,8,4,42,52,0,87,47,91,87,88,84,84,89,0,0,15,2.19,2.25,15.9803921568627,8.7,53.2663316582915,0,0,1
6,10040,40.856137,-73.937295,40.6,68615.55,7,2,3,58,34,95,11,91,91,88,82,90,89,0,3.40909090909091,103,2.84,2.98,25.7272727272727,16,51.063829787234,36,4,0
4,10029,40.795537,-73.944526,74.1,30585.6,3,3,56,38,1,87,30,93,96,88,90,88,96,6.06060606060606,12.1212121212121,22,2.91,2.94,23.3715041690001,14.6104694688817,48,7,1,0
