"DBN","SCHOOL_NAME","BOROUGH","DISTRICT","ADDRESS","ZIPCODE","LATITUDE","LONGITUDE","COMMUNITY_SCHOOL","ECONOMIC_NEED_INDX","INCOME","PCT_ELL","PCT_ASIAN","PCT_BLACK","PCT_HISPANIC","PCT_WHITE","PCT_ATTENDANCE","PCT_ABSENCES","PCT_RIGOROUS","PCT_COLLABORATIVE","PCT_SUPPORTIVE","PCT_EFFECTIVE","PCT_FAMILY_TIES","PCT_TRUST","PCT_4S","PCT_4S_UNDRRP","PCT_4S_ECNDSV","SPHS_APPLICANTS","ELA_PROF","MATH_PROF","CLASS_SIZE","PTRATIO","PCT_FEMALE","SPHS_TESTERS","SPHS_OFFERS","SPHS_FEEDER"
"06M209","HAMILTON GRANGE MIDDLE SCHOOL","M",6,"500 W 138TH ST NEW YORK, NY 10031",10031,40.820988,-73.952995,"No",78.6,NA,34,1,11,85,3,96,10,73,78,79,70,79,85,3.07692307692308,0,1.53846153846154,84,2.09,2.31,27,11.7,45.6928838951311,18,0,0
"06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","M",6,"501-503 W 152ND ST NEW YORK, NY 10031",10031,40.830009,-73.944648,"No",80,36575.2,33,1,3,96,0,95,12,94,92,91,83,86,91,4,0,0,47,2.46,2.62,25.5,10.6,52.0286396181384,8,0,0
"06M218","I.S. 218 SALOME URENA","M",6,"4600 BROADWAY NEW YORK, NY 10040",10040,40.86082,-73.930066,"No",84,NA,49,0,2,93,3,92,24,91,81,90,75,84,89,5.63380281690141,0,0,66,2.09,2.09,17.5862068965517,10.1,41.7142857142857,0,0,0
"06M223","THE MOTT HALL SCHOOL","M",6,"71-111 CONVENT AVE NEW YORK, NY 10027",10027,40.816172,-73.952104,"No",72.4,NA,4,1,9,84,4,94,16,92,88,87,80,73,90,17.2839506172839,0,13.5802469135802,87,3.01,3.12,22.6849315068493,13,59.5890410958904,81,0,0
"06M278","PAULA HEDBAVNY SCHOOL","M",6,"421 W 219TH ST NEW YORK, NY 10034",10034,40.871567,-73.912337,"No",60.4,50767.71,12,2,3,77,17,95,13,97,96,94,90,86,96,32.8125,0,21.875,65,2.76,2.86,25.6285714285714,16.5,52.9516994633274,24,9,1
"06M293","CITY COLLEGE ACADEMY OF THE ARTS","M",6,"4600 BROADWAY NEW YORK, NY 10040",10040,40.86082,-73.930066,"No",70.8,NA,5,1,5,92,2,95,10,85,79,88,67,71,84,11.5384615384615,0,8.97435897435897,89,2.78,3,20.9824561403509,15.4,54.6511627906977,13,0,0
"06M311","AMISTAD DUAL LANGUAGE SCHOOL","M",6,"4862 BROADWAY NEW YORK, NY 10034",10034,40.866522,-73.923818,"No",71.3,42610.02,22,2,1,91,5,96,7,86,89,86,80,92,91,4.65116279069767,0,2.32558139534884,36,2.45,2.48,18.2857142857143,13.9,52.9113924050633,12,0,0
"06M319","M.S. 319 - MARIA TERESA","M",6,"21 JUMEL PL NEW YORK, NY 10032",10032,40.839408,-73.935772,"No",83.8,NA,31,0,5,93,1,94,18,94,92,92,88,88,93,4.24242424242424,0,3.03030303030303,147,2.22,2.29,26.15625,12.6,45.6937799043062,27,0,0
"06M322","MIDDLE SCHOOL 322","M",6,"4600 BROADWAY NEW YORK, NY 10040",10040,40.86082,-73.930066,"No",86.1,NA,51,0,3,95,1,93,23,80,83,86,73,90,89,2.22222222222222,0,2.22222222222222,121,2.13,2.22,21.8813559322034,11.2,50.6451612903226,22,0,0
"06M324","M.S. 324 - PATRIA MIRABAL","M",6,"21 JUMEL PL NEW YORK, NY 10032",10032,40.839408,-73.935772,"No",77.9,NA,27,2,11,85,3,95,15,93,95,91,92,85,94,4.25531914893617,0.735294117647059,4.25531914893617,149,2.33,2.62,21.6973684210526,11.4,49.874686716792,20,0,0
"06M328","M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY","M",6,"401 W 164TH ST NEW YORK, NY 10032",10032,40.836912,-73.937412,"No",83.4,NA,36,1,12,85,1,87,43,91,87,88,86,84,90,0,0,0,94,1.98,1.97,18.82,8.4,42.7947598253275,9,0,0
"06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS","M",6,"504 W 158TH ST NEW YORK, NY 10033",10033,40.833487,-73.942446,"No",85,NA,19,1,7,91,1,93,20,87,95,89,91,80,95,1.21951219512195,0,0,94,2.31,2.23,26.1714285714286,13,49.0753911806543,16,0,0
"06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL","M",6,"511 W 182ND ST NEW YORK, NY 10033",10033,40.849099,-73.931106,"No",84,NA,17,1,3,94,2,94,18,83,87,89,76,79,92,11.5384615384615,0,8.97435897435897,87,2.48,2.67,26.25,13.2,46.0122699386503,6,0,0
"06M349","HARBOR HEIGHTS","M",6,"306 FORT WASHINGTON AVE-RM  414 NEW YORK, NY 10033",10033,40.84562,-73.939738,"No",87.8,NA,91,0,0,100,0,97,3,85,93,89,88,85,94,0,0,0,63,1.81,2.03,18.4285714285714,12.5,50.3875968992248,0,0,0
"06M366","WASHINGTON HEIGHTS ACADEMY","M",6,"202 SHERMAN AVE NEW YORK, NY 10034",10034,40.865573,-73.921602,"No",77.7,36559.91,17,2,1,94,2,94,13,95,89,92,84,88,92,10.4166666666667,0,8.33333333333333,55,2.57,2.72,29.1666666666667,17,54.6409807355517,15,0,0
"06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","M",6,"180 WADSWORTH AVE NEW YORK, NY 10033",10033,40.850676,-73.934697,"Yes",86.7,NA,19,1,2,97,0,95,14,82,82,91,78,85,91,2.22222222222222,0,0,75,2.24,2.19,24.8888888888889,14,57.1428571428571,0,0,0
"07X005","P.S. 5 PORT MORRIS","X",7,"564 JACKSON AVE BRONX, NY 10455",10455,40.813613,-73.908429,"No",90.5,22754.7,24,0,27,71,1,91,36,90,87,81,79,82,85,3.44827586206897,0,0,71,2.15,2.11,19.6909090909091,12.4,48.3379501385042,8,0,0
"07X029","P.S./M.S. 029 MELROSE SCHOOL","X",7,"758 COURTLANDT AVE BRONX, NY 10451",10451,40.821611,-73.916768,"No",89.1,23911.23,13,3,28,67,1,91,35,90,91,92,81,84,93,1.14942528735632,0,0,82,2.12,2.12,20.936170212766,12.1,47.3484848484849,10,0,0
"07X031","P.S./M.S. 031 THE WILLIAM LLOYD GARRISON","X",7,"250 E 156TH ST BRONX, NY 10451",10451,40.822539,-73.921487,"No",87.8,28918.55,13,2,27,69,1,90,39,86,86,85,79,81,89,2.53164556962025,0,1.28205128205128,78,2.09,2.04,19.6666666666667,12.7,45.0564971751412,9,0,0
"07X151","J.H.S. 151 LOU GEHRIG","X",7,"250 E 156TH ST BRONX, NY 10451",10451,40.822539,-73.921487,"No",89,NA,34,1,28,69,1,92,29,88,90,85,78,80,90,1.38888888888889,0,0,92,2.1,1.98,20.3548387096774,13,47.5095785440613,0,0,0
"07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL","X",7,"360 E 145TH ST BRONX, NY 10454",10454,40.813507,-73.920477,"No",87.2,NA,8,1,24,72,2,93,21,89,92,89,87,74,91,0,0,0,97,2.25,2.39,18.2911392405063,12.7,54.4764795144158,8,0,0
"07X223","M.S. 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY","X",7,"360 E 145TH ST BRONX, NY 10454",10454,40.813507,-73.920477,"No",86.6,NA,9,0,20,79,1,95,12,84,76,85,71,75,82,8.51063829787234,0,0,99,2.62,2.68,27.0444444444444,12.9,48.5380116959064,18,0,0
"07X224","P.S./I.S. 224","X",7,"345 BROOK AVE BRONX, NY 10454",10454,40.810207,-73.91839,"No",90.3,NA,26,0,25,74,1,90,35,87,87,81,80,79,88,0.909090909090909,0,0,129,2.18,2.13,27.5833333333333,11.9,43.5754189944134,0,0,0
"07X296","SOUTH BRONX ACADEMY FOR APPLIED MEDIA","X",7,"778 FOREST AVE BRONX, NY 10456",10456,40.818906,-73.905333,"No",90.8,NA,13,1,34,63,1,89,38,78,75,82,71,71,83,1.98019801980198,0,1.98019801980198,85,2.13,2.04,21.531914893617,10.6,49.4071146245059,6,0,0
"07X298","ACADEMY OF PUBLIC RELATIONS","X",7,"778 FOREST AVE BRONX, NY 10456",10456,40.818906,-73.905333,"No",88.2,NA,23,0,26,72,1,90,37,82,92,75,92,75,91,1.14942528735632,0,1.14942528735632,84,2.14,1.97,18.7884615384615,9.3,48.582995951417,9,0,0
"07X343","ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY","X",7,"345 BROOK AVE BRONX, NY 10454",10454,40.810207,-73.91839,"No",88.5,NA,10,1,26,72,1,92,29,90,88,87,88,79,91,14.7058823529412,0,0,95,2.36,2.72,20.4,14.1,43.6666666666667,31,0,0
"07X500","HOSTOS-LINCOLN ACADEMY OF SCIENCE","X",7,"600 ST ANNS AVE BRONX, NY 10455",10455,40.814702,-73.912036,"No",79.9,NA,5,3,18,76,1,93,21,83,79,76,71,77,86,0,0,0,57,2.26,2.19,22.2121212121212,14.6,53.1496062992126,0,0,0
"07X551","THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS","X",7,"339 MORRIS AVE BRONX, NY 10451",10451,40.81366,-73.925999,"No",88.2,NA,14,1,30,67,2,90,33,80,79,76,72,77,83,1.21951219512195,1.21951219512195,1.21951219512195,81,2.08,2.06,20.5192307692308,9.6,49.4915254237288,0,0,0
"08X071","P.S. 071 ROSE E. SCALA","X",8,"3040 ROBERTS AVE BRONX, NY 10461",10461,40.845595,-73.829638,"No",51.1,57078.08,7,7,4,62,26,93,22,93,93,86,91,79,93,12.2222222222222,0.529100529100529,10,177,2.66,2.87,26.2790697674419,13.9,48.4811664641555,96,0,0
"08X101","M.S. X101 EDWARD R. BYRNE","X",8,"2750 LAFAYETTE AVE BRONX, NY 10465",10465,40.827214,-73.829212,"No",48.9,NA,1,14,10,56,20,95,15,89,86,88,85,73,89,31.3725490196078,0,18.9542483660131,147,2.89,2.74,25.0238095238095,13.9,53.2319391634981,66,7,1
"08X123","J.H.S. 123 JAMES M. KIERAN","X",8,"1025 MORRISON AVE BRONX, NY 10472",10472,40.824884,-73.873517,"Yes",87.6,NA,24,1,21,78,0,91,28,67,64,78,53,71,69,3.7037037037037,0,2.67857142857143,88,2.15,1.98,23.7377049180328,11.5,48.169014084507,11,0,0
"08X125","J.H.S. 125 HENRY HUDSON","X",8,"1111 PUGSLEY AVE BRONX, NY 10472",10472,40.829414,-73.856783,"No",82.1,NA,23,20,17,54,7,90,33,89,86,84,77,78,89,3.03030303030303,0,0,118,2.26,2.26,23.5901639344262,13.4,46.2395543175487,39,0,0
"08X131","J.H.S. 131 ALBERT EINSTEIN","X",8,"885 BOLTON AVE BRONX, NY 10473",10473,40.823319,-73.860062,"No",81.2,NA,8,3,35,60,1,91,34,79,90,78,84,74,87,0.714285714285714,0,0.714285714285714,159,2.24,2.07,22.95,12.6,50,22,0,0
"08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS","X",8,"928 SIMPSON ST BRONX, NY 10459",10459,40.820398,-73.892938,"Yes",85.3,NA,14,1,22,76,1,92,29,81,84,79,82,75,91,1.21951219512195,0,1.21951219512195,85,2.24,2.15,25.2553191489362,13,53.8102643856921,0,0,0
"08X301","M.S. 301 PAUL L. DUNBAR","X",8,"890 CAULDWELL AVE BRONX, NY 10456",10456,40.822303,-73.906686,"Yes",82.3,NA,22,0,41,57,1,88,45,84,89,87,85,80,92,1.63934426229508,0,1.63934426229508,78,1.97,1.95,22.02,9.5,42.8571428571429,0,0,0
"08X302","M.S. 302 LUISA DESSUS CRUZ","X",8,"681 KELLY ST BRONX, NY 10455",10455,40.815971,-73.901686,"No",90.6,NA,25,1,20,77,1,87,48,82,84,95,76,77,92,7.18954248366013,0.65359477124183,7.18954248366013,166,2.22,2.17,25.0740740740741,14.2,43.8524590163934,13,0,0
"08X337","THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE","X",8,"1025 MORRISON AVE BRONX, NY 10472",10472,40.824884,-73.873517,"No",78.1,NA,9,4,28,68,1,93,20,97,97,86,96,80,94,27.7456647398844,6.35838150289017,19.0751445086705,157,2.67,2.77,28.7777777777778,13.1,48.4555984555985,39,0,0
"08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS","X",8,"456 WHITE PLAINS RD BRONX, NY 10473",10473,40.815017,-73.856018,"No",72.3,NA,7,8,32,58,1,93,24,81,78,80,66,71,83,7.69230769230769,3.84615384615385,6.41025641025641,97,2.46,2.39,21.4117647058824,12.9,40.2332361516035,30,0,0
"08X371","URBAN INSTITUTE OF MATHEMATICS","X",8,"650 HOLLYWOOD AVE BRONX, NY 10465",10465,40.826997,-73.818271,"Yes",56,NA,3,5,15,59,21,93,25,88,87,87,82,76,87,10.8108108108108,0,8.10810810810811,112,2.74,2.47,25.36,16.4,48,39,0,0
"08X375","THE BRONX MATHEMATICS PREPARATORY SCHOOL","X",8,"456 WHITE PLAINS RD BRONX, NY 10473",10473,40.815017,-73.856018,"Yes",81.8,NA,17,2,33,63,0,89,40,79,75,79,65,76,81,2.53164556962025,1.26582278481013,2.53164556962025,73,2.17,2.01,19.9166666666667,8.7,42.5,17,0,0
"08X376","ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL","X",8,"1980 LAFAYETTE AVE BRONX, NY 10473",10473,40.821448,-73.855654,"No",75.6,NA,11,7,22,68,1,90,32,84,71,74,61,74,85,1.66666666666667,0,1.66666666666667,47,2.33,2.15,21.390243902439,11.4,50.2475247524753,9,0,0
"08X424","THE HUNTS POINT SCHOOL","X",8,"730 BRYANT AVE BRONX, NY 10474",10474,40.815594,-73.885238,"Yes",87.6,NA,27,0,21,77,1,90,35,83,74,83,73,82,86,0,0,0,110,2.11,2.02,19.9782608695652,10.9,44.0129449838188,0,0,0
"08X448","SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP","X",8,"885 BOLTON AVE BRONX, NY 10473",10473,40.823319,-73.860062,"No",80.2,NA,11,2,31,65,1,91,31,86,88,87,81,84,90,4.34782608695652,0,2.60869565217391,121,2.31,2.33,26.2881355932203,14.7,52.2077922077922,19,0,0
"08X467","MOTT HALL COMMUNITY SCHOOL","X",8,"650 HOLLYWOOD AVE BRONX, NY 10465",10465,40.826997,-73.818271,"No",63.9,NA,6,4,10,69,18,92,31,74,80,81,57,78,81,0,0,0,115,2.28,2.22,21.830985915493,12.6,45.619335347432,21,0,0
"08X562","BLUEPRINT MIDDLE SCHOOL","X",8,"1111 PUGLSEY AVE BRONX, NY 10472",10472,40.829108,-73.85691,"No",79.6,NA,15,23,18,56,1,92,29,93,95,80,93,79,91,3.96039603960396,0,3.96039603960396,95,2.23,2.17,27,12.2,52.3809523809524,29,0,0
"09X004","P.S./M.S. 004 CROTONA PARK WEST","X",9,"1701 FULTON AVE BRONX, NY 10457",10457,40.841242,-73.898492,"No",90.3,28830.61,12,1,53,45,1,88,44,85,77,89,68,80,86,25.5813953488372,16.2790697674419,0,62,2.28,2.45,NA,11.1,47.4605954465849,7,0,0
"09X022","J.H.S. 022 JORDAN L. MOTT","X",9,"270 E 167TH ST BRONX, NY 10456",10456,40.832278,-73.914142,"Yes",87.7,NA,37,1,25,72,1,90,34,85,82,82,76,77,88,0,0,0,149,2.05,1.91,25.5714285714286,9.2,45.7207207207207,24,0,0
"09X117","I.S. 117 JOSEPH H. WADE","X",9,"1865 MORRIS AVE BRONX, NY 10453",10453,40.848521,-73.908447,"Yes",90,NA,41,2,17,80,1,89,39,77,70,80,68,80,84,2.47524752475248,0,1.98019801980198,175,2.04,2,22.2109375,11,47.3684210526316,0,0,0
"09X128","MOTT HALL III","X",9,"580 CROTONA PARK S BRONX, NY 10456",10456,40.834973,-73.900304,"No",85.2,NA,5,2,45,53,0,95,11,88,93,87,88,76,92,14.1592920353982,0,14.1592920353982,118,2.71,2.95,25.9636363636364,16.3,59.228650137741,68,0,0
"09X215","KAPPA","X",9,"3630 3RD AVE BRONX, NY 10456",10456,40.833708,-73.903937,"No",83.9,NA,15,6,45,48,0,95,12,88,86,84,77,75,88,11.2903225806452,0,4.83870967741935,80,2.48,2.67,21.2873563218391,14.1,51.7350157728707,25,0,0
"09X218","P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL","X",9,"1220 GERARD AVE BRONX, NY 10452",10452,40.835694,-73.919663,"No",86.1,25919.64,31,4,5,89,1,94,18,89,84,89,76,82,88,6.97674418604651,0,6.97674418604651,97,2.45,2.56,27.2545454545455,14.8,49.4549058473736,63,0,0
"09X219","I.S. 219 NEW VENTURE SCHOOL","X",9,"3630 3RD AVE BRONX, NY 10456",10456,40.833708,-73.903937,"Yes",92.9,NA,31,1,37,61,1,90,35,82,66,81,63,70,79,0,0,0,107,1.98,1.92,18.8080808080808,8.9,43.4659090909091,7,0,0
"09X229","I.S. 229 ROLAND PATTERSON","X",9,"275 HARLEM RIVER PARK BRIDGE BRONX, NY 10453",10453,40.841563,-73.929604,"No",88.5,NA,20,1,35,63,1,90,38,78,65,83,63,81,81,1.20481927710843,0,1.20481927710843,83,2.1,1.99,19.2857142857143,8.1,53.2520325203252,0,0,0
"09X231","EAGLE ACADEMY FOR YOUNG MEN","X",9,"4143 3RD AVE BRONX, NY 10457",10457,40.845324,-73.897392,"No",70.5,NA,4,0,58,39,0,94,18,82,86,77,83,85,89,1.81818181818182,0,1.81818181818182,59,2.21,2.13,22.0714285714286,14.3,0,7,0,0
"09X232","I.S. 232","X",9,"1700 MACOMBS RD BRONX, NY 10453",10453,40.849461,-73.915529,"No",87.2,NA,39,0,20,79,1,93,25,78,65,82,59,78,79,1.85185185185185,0,1.85185185185185,171,2.16,2.27,22.078431372549,14.2,48.9754098360656,41,0,0
"09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE","X",9,"1595 BATHGATE AVE BRONX, NY 10457",10457,40.839457,-73.901895,"No",82.2,NA,11,1,34,64,1,92,26,82,82,80,79,77,86,1.11111111111111,0,0,82,2.23,2.47,20.3414634146341,10.3,46.2662337662338,13,0,0
"09X303","I.S. X303 LEADERSHIP & COMMUNITY SERVICE","X",9,"1700 MACOMBS RD BRONX, NY 10453",10453,40.849461,-73.915529,"No",90.1,NA,16,0,23,75,1,92,27,82,93,86,92,80,93,2.56410256410256,1.2987012987013,0,131,2.27,2.29,24.1159420289855,10,49.3975903614458,16,0,0
"09X313","I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT","X",9,"1600 WEBSTER AVE BRONX, NY 10457",10457,40.840589,-73.90454,"Yes",88.1,NA,32,1,32,67,0,89,42,73,80,78,60,75,79,1.02040816326531,0,0,105,2.05,2.05,21.1948051948052,9.4,45.7142857142857,9,0,0
"09X323","BRONX WRITING ACADEMY","X",9,"270 E 167TH ST BRONX, NY 10456",10456,40.832278,-73.914142,"No",89.2,NA,27,3,30,66,1,87,45,81,78,81,70,78,87,1.63934426229508,0.819672131147541,1.63934426229508,158,2.21,2.17,21.2682926829268,10.9,51.3698630136986,29,0,0
"09X324","BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING","X",9,"250 E 164TH ST BRONX, NY 10456",10456,40.828111,-73.917661,"Yes",81.9,NA,14,3,29,66,2,93,23,90,94,84,88,74,90,1.35135135135135,0,1.35135135135135,65,2.17,2.16,22.5869565217391,12.2,50.1915708812261,13,0,0
"09X325","URBAN SCIENCE ACADEMY","X",9,"1000 TELLER AVE BRONX, NY 10456",10456,40.827748,-73.913773,"Yes",89.1,NA,36,1,30,67,1,90,36,77,75,84,72,84,87,1.11111111111111,0,0,115,2,1.97,20.2352941176471,10.5,42.2712933753943,16,0,0
"09X327","COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327","X",9,"1501 JEROME AVE BRONX, NY 10452",10452,40.842811,-73.916384,"No",86.2,NA,10,0,22,77,1,94,21,93,94,85,91,79,93,15,0,14,105,2.64,3.03,25.24,14.7,49.8637602179836,15,0,0
"09X328","NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL","X",9,"1000 TELLER AVE BRONX, NY 10456",10456,40.827748,-73.913773,"Yes",93.8,NA,25,1,33,65,0,90,38,90,93,84,82,80,89,0,0,0,74,2.1,2,24.8936170212766,11.6,45.0413223140496,21,0,0
"09X339","I.S. 339","X",9,"1600 WEBSTER AVE BRONX, NY 10457",10457,40.840589,-73.90454,"Yes",91.3,NA,28,1,28,70,1,91,31,82,75,77,66,77,77,0,0,0,172,2.05,2.04,17.3307692307692,8.3,42.4418604651163,27,0,0
"09X350","NEW DIRECTIONS SECONDARY SCHOOL","X",9,"240 E 172ND ST BRONX, NY 10457",10457,40.839654,-73.911386,"No",92,NA,34,0,30,67,0,66,74,66,71,93,67,78,89,0,0,0,60,1.9,1.91,21.1904761904762,8.9,40.1709401709402,0,0,0
"09X361","THE HIGHBRIDGE GREEN SCHOOL","X",9,"200 W 167TH ST BRONX, NY 10452",10452,40.838201,-73.928084,"No",88.6,NA,20,1,25,73,1,94,20,94,93,94,94,85,95,2.56410256410256,0,0,132,2.27,2.17,23.9885057471264,10.3,50.8816120906801,18,0,0
"09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE","X",9,"240 E 172ND ST BRONX, NY 10457",10457,40.839654,-73.911386,"No",80.1,NA,6,8,33,57,1,96,11,90,92,82,81,81,91,6.97674418604651,0,6.97674418604651,48,2.57,2.53,18.7027027027027,13.8,54.5034642032333,10,0,0
"09X454","SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL","X",9,"250 E 164TH ST BRONX, NY 10456",10456,40.828111,-73.917661,"No",86,NA,20,2,26,70,1,92,29,96,98,95,98,84,98,8.78378378378378,1.35135135135135,6.75675675675676,155,2.58,2.71,25.7183098591549,11.3,46.3087248322148,35,0,0
"09X505","BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE","X",9,"244 E 163RD ST BRONX, NY 10451",10451,40.827572,-73.918927,"No",80.3,NA,6,1,24,71,1,95,14,82,80,80,76,71,85,7.77777777777778,0,0,89,2.63,2.63,28.2051282051282,12.5,55.9014267185473,13,0,0
"09X568","YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX","X",9,"1865 MORRIS AVE BRONX, NY 10453",10453,40.848521,-73.908447,"No",81.6,NA,5,2,39,58,1,94,17,94,98,86,98,84,94,10.6060606060606,0,7.57575757575758,76,2.68,2.8,34,14.1,100,30,0,0
"10X003","P.S. 3 RAUL JULIA MICRO SOCIETY","X",10,"2100 LAFONTAINE AVE BRONX, NY 10457",10457,40.850163,-73.891656,"No",86.4,25544.48,10,2,29,68,0,91,37,97,90,87,83,83,91,4.16666666666667,0,0,49,2.35,2.54,22.6,15.8,52.5862068965517,13,0,0
"10X015","P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING","X",10,"2195 ANDREWS AVE BRONX, NY 10453",10453,40.859165,-73.909733,"No",85.2,28779.66,7,1,13,85,0,95,16,86,86,85,79,84,91,14.5161290322581,0,8.06451612903226,56,2.57,2.84,24.6829268292683,15.9,54.5833333333333,27,0,0
"10X020","P.S./M.S. 20 P.O.GEORGE J. WERDANN, III","X",10,"3050 WEBSTER AVE BRONX, NY 10458",10458,40.869618,-73.879012,"No",80.6,34155.6,19,9,8,73,8,92,29,88,82,84,69,75,85,6.25,0,0,119,2.32,2.34,24.0461538461538,14.5,48.2276119402985,42,0,0
"10X037","P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL","X",10,"360 W 230TH ST BRONX, NY 10463",10463,40.87984,-73.910788,"No",75.2,69064.16,15,2,23,72,2,92,33,93,92,85,86,88,92,6.25,0,3.125,70,2.37,2.55,21.6060606060606,15.9,45.6656346749226,6,0,0
"10X045","THOMAS C. GIORDANO MIDDLE SCHOOL 45","X",10,"2502 LORILLARD PL BRONX, NY 10458",10458,40.858431,-73.887039,"No",88.6,NA,17,1,16,78,4,91,32,87,86,82,75,73,88,2.3696682464455,0.4739336492891,0,257,2.27,2.15,24.1843971631206,14.2,49.4366197183099,46,0,0
"10X080","J.H.S. 080 THE MOSHOLU PARKWAY","X",10,"149 E MOSHOLU PKWY BRONX, NY 10467",10467,40.876823,-73.88124,"Yes",82.7,NA,31,13,13,67,5,89,38,87,79,81,70,74,84,4.09090909090909,0.454545454545455,4.09090909090909,232,2.16,2.07,25.6082474226804,13.2,44.4283646888567,51,0,0
"10X095","P.S. 095 SHEILA MENCHER","X",10,"3961 HILLMAN AVE BRONX, NY 10463",10463,40.883022,-73.891672,"No",78.6,42357.53,19,7,17,70,4,92,29,85,71,84,63,87,82,6.61764705882353,1.49253731343284,5.14705882352941,161,2.41,2.41,26.7922077922078,15.1,48.6024844720497,42,0,0
"10X118","J.H.S. 118 WILLIAM W. NILES","X",10,"577 E 179TH ST BRONX, NY 10457",10457,40.848559,-73.89257,"No",84.3,NA,11,15,21,60,3,92,26,84,76,83,69,69,88,17.0454545454545,1.98863636363636,15.9090909090909,424,2.54,2.59,23.8483412322275,13.2,50.3407155025554,270,29,1
"10X141","RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141)","X",10,"660 W 237TH ST BRONX, NY 10463",10463,40.887701,-73.913605,"No",41.8,NA,7,7,10,56,26,94,13,84,81,82,75,75,86,16.2995594713656,1.31578947368421,5.72687224669604,252,2.74,2.93,26.8698630136986,15.3,49.8347653668209,75,15,1
"10X206","I.S. 206 ANN MERSEREAU","X",10,"2280 AQUEDUCT AVE BRONX, NY 10468",10468,40.859604,-73.906275,"No",90.9,NA,24,1,19,78,1,91,33,89,91,83,83,84,94,4.54545454545455,0,3.03030303030303,69,2.06,2.12,22.2127659574468,13.6,49.2753623188406,8,0,0
"10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL","X",10,"2225 WEBSTER AVE BRONX, NY 10457",10457,40.854655,-73.897036,"No",80.6,NA,6,1,27,68,2,92,26,84,87,81,80,76,91,4.34782608695652,0,2.89855072463768,51,2.38,2.48,22.2051282051282,13.4,67.1052631578947,6,0,0
"10X228","JONAS BRONCK ACADEMY","X",10,"400 E FORDHAM RD BRONX, NY 10458",10458,40.861305,-73.891283,"No",82.1,NA,4,5,18,72,2,98,2,91,92,92,86,86,94,8.23529411764706,0,5.88235294117647,90,2.7,2.66,27.271186440678,14.8,50.7462686567164,64,0,0
"10X243","WEST BRONX ACADEMY FOR THE FUTURE","X",10,"500 E FORDHAM RD BRONX, NY 10458",10458,40.859516,-73.88858,"No",85.1,NA,11,2,20,75,2,92,25,84,85,81,82,74,89,1.17647058823529,0,0,95,2.35,2.32,25.2903225806452,12.7,47.1169686985173,18,0,0
"10X244","THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM","X",10,"120 W 231ST ST BRONX, NY 10463",10463,40.875451,-73.901516,"No",85,NA,20,2,11,83,3,93,24,92,88,89,86,84,92,7.11610486891386,0.749063670411985,6.640625,270,2.51,2.49,28.9519230769231,15.1,49.331550802139,91,0,0
"10X254","I.S. 254","X",10,"2452 WASHINGTON AVE BRONX, NY 10458",10458,40.858858,-73.889841,"No",88.5,NA,34,3,18,78,1,91,30,77,83,83,74,76,88,2.85714285714286,0.574712643678161,1.72413793103448,143,2.2,2.25,23.202380952381,12.8,48.1876332622601,13,0,0
"10X279","P.S. 279 CAPTAIN MANUEL RIVERA, JR.","X",10,"2100 WALTON AVE BRONX, NY 10453",10453,40.854751,-73.905024,"No",91.8,26313.1,29,3,17,79,0,93,26,90,92,88,89,87,93,3.63636363636364,0,2.72727272727273,139,2.26,2.33,26.1791044776119,14.1,46.8864468864469,38,0,0
