"DISTRICT","ZIPCODE","LATITUDE","LONGITUDE","ECONOMIC_NEED_INDX","INCOME","PCT_ELL","PCT_ASIAN","PCT_BLACK","PCT_HISPANIC","PCT_WHITE","PCT_ATTENDANCE","PCT_ABSENCES","PCT_RIGOROUS","PCT_COLLABORATIVE","PCT_SUPPORTIVE","PCT_EFFECTIVE","PCT_FAMILY_TIES","PCT_TRUST","PCT_4S","PCT_4S_UNDRRP","PCT_4S_ECNDSV","SPHS_APPLICANTS","ELA_PROF","MATH_PROF","CLASS_SIZE","PTRATIO","PCT_FEMALE","SPHS_TESTERS","SPHS_OFFERS","SPHS_FEEDER"
3,10024,40.781081,-73.978085,13.4,89026.73,0,28,4,9,53,98,1,90,90,92,87,93,92,81.9444444444444,0,5.55555555555556,76,3.93,4.15,29.3333333333333,20.5,49.5344506517691,75,58,1
28,11432,40.708431,-73.804196,49.6,21621.9924556962,2,32,46,14,3,96,6,83,85,79,80,76,87,15.1898734177215,5.06329113924051,11.3924050632911,77,3.06,3,26.8888888888889,16.3,100,29,9,1
2,10011,40.742571,-74.002371,30.8,83174.1864787463,1,47,2,7,34,98,2,88,91,90,83,85,92,75.1445086705202,0,24.8554913294798,181,3.62,3.94,30.3255813953488,16.6,41.3357400722022,163,113,1
28,11374,40.712046,-73.861195,39.7,72785.1303022856,2,17,18,39,20,96,7,87,96,85,93,80,93,11.1111111111111,2.02020202020202,5.05050505050505,127,2.77,2.66,25.5333333333333,12.6,47.8002378121284,21,0,0
6,10032,40.836912,-73.937412,83.4,41480.6679737991,36,1,12,85,1,87,43,91,87,88,86,84,90,0,0,0,94,1.98,1.97,18.82,8.4,42.7947598253275,9,0,0
26,11361,40.758543,-73.77397,25.8,82366.1734766734,4,66,5,10,18,98,4,85,87,85,87,73,88,52.9411764705882,0.272479564032698,20.855614973262,416,3.29,3.58,27.7824427480916,17.3,49.6551724137931,233,95,1
4,10029,40.79259,-73.942119,83.6,34245.7254855679,28,1,15,82,2,91,35,87,77,84,72,77,85,1.35135135135135,0,1.35135135135135,71,2.19,2.08,19.4285714285714,11.6,47.5849731663685,0,0,0
9,10457,40.840589,-73.90454,91.3,31484.0291627907,28,1,28,70,1,91,31,82,75,77,66,77,77,0,0,0,172,2.05,2.04,17.3307692307692,8.3,42.4418604651163,27,0,0
23,11233,40.678113,-73.915211,77.1,35748.6185,2,2,87,12,0,89,44,98,99,87,97,87,95,5,5,5,61,2.3,2.08,18.2857142857143,13.5,56.875,9,0,0
23,11212,40.655763,-73.906685,79.2,33307.62,1,0,84,14,0,96,10,90,88,83,83,87,89,8.33333333333333,6.94444444444444,8.33333333333333,75,2.62,3.25,22.9269688156658,14.7438590758613,53.0799475753604,31,0,0
4,10029,40.795035,-73.947872,84.3,27911.28,13,5,28,64,1,91,34,87,80,86,67,83,86,2.38095238095238,0,2.38095238095238,91,2.29,2.31,23,10.3,45.1327433628319,9,0,0
22,11234,40.620767,-73.912988,54.6,61391.5385983437,5,5,73,10,11,93,22,82,81,77,78,74,86,1.6304347826087,1.05263157894737,1.6304347826087,201,2.31,2.27,24.0636363636364,14.3,46.2081128747795,35,0,0
5,10027,40.817721,-73.952459,87.5,29854.02,27,3,18,77,1,91,35,89,89,85,79,86,90,4,0,3,122,2.28,2.38,23,11.9,48.9260143198091,16,0,0
19,11208,40.669568,-73.879189,84.5,33247.9026063706,5,4,59,37,0,92,32,86,96,93,91,83,96,1.17647058823529,1.17647058823529,1.17647058823529,77,2.19,2.07,26.1724137931034,11.9,50.9881422924901,16,0,0
2,10003,40.736114,-73.992352,23.6,71402.4417200061,1,14,6,10,65,97,2,91,90,90,87,87,95,27.906976744186,0,2.32558139534884,96,3.37,3.36,34.4705882352941,15.5,68.2119205298013,36,17,1
31,10308,40.545793,-74.145561,25.4,82258.700207299,2,3,1,12,83,94,15,90,90,82,83,73,89,19.7183098591549,0,4.22535211267606,384,2.85,2.88,26.9574468085106,13.2,47.5138121546961,132,11,1
17,11226,40.656389,-73.951462,55.8,44870.01,5,0,84,12,0,96,11,83,84,78,73,87,85,6,4,2,57,2.36,2.65,22.0014427950638,13.6433799709849,49.906191369606,37,0,0
14,11211,40.714822,-73.963516,57.7,57582.52,17,3,3,62,27,93,23,93,93,92,84,89,94,0,0,0,69,2.43,2.45,25.7272727272727,9.1,48.4237074401009,18,0,0
10,10457,40.848559,-73.89257,84.3,27272.5962662227,11,15,21,60,3,92,26,84,76,83,69,69,88,17.0454545454545,1.98863636363636,15.9090909090909,424,2.54,2.59,23.8483412322275,13.2,50.3407155025554,270,29,1
23,11212,40.66553,-73.912061,71.2,34258.773,2,1,80,17,1,90,33,84,82,76,76,73,81,12.5,0,0,30,2.44,2.39,21.63785961,12.674246540273,54.8,0,0,0
10,10463,40.87956,-73.909674,74.9,37952.7908663436,15,4,10,82,4,94,22,77,73,81,64,71,84,8.28025477707006,0.636942675159236,5.73248407643312,155,2.37,2.28,24.2168674698795,15,46.6600199401795,27,0,0
30,11105,40.775893,-73.904564,51.3,62133.9277886179,6,23,4,38,34,95,12,89,89,85,78,73,87,18.1333333333333,0.261780104712042,8.8,348,2.87,3.03,25.905737704918,16.2,46.3414634146341,170,26,1
17,11213,40.672706,-73.92893,79.7,32470.47,4,6,77,15,1,92,24,89,86,83,80,82,85,1.75438596491228,1.75438596491228,0,56,2.35,2.21,21.2,13.7,56.8134171907757,12,0,0
13,11221,40.686208,-73.940924,73.9,45851.9554893617,4,2,78,17,1,94,21,81,87,89,87,83,92,1.92307692307692,1.92307692307692,0.961538461538462,105,2.26,2.32,22.458555002383,12.10430767206,47.2340425531915,15,0,0
5,10027,40.815745,-73.9556,81.7,34447.0152544379,6,0,59,39,1,87,42,92,86,90,76,78,86,0,0,0,82,2.12,1.92,21.7,10.7,50.887573964497,15,0,0
14,11205,40.695397,-73.960005,85.9,42709.08,19,0,17,81,2,93,23,94,91,93,87,86,94,3.92156862745098,0,3.92156862745098,64,2.2,2.2,23.6410256410256,12.3,46.5553235908142,15,0,0
11,10470,40.899321,-73.867223,35,62840.53,8,4,8,28,59,95,9,96,96,89,94,83,95,32.2033898305085,0,15.2542372881356,46,2.81,2.98,26.2903225806452,16,47.7495107632094,24,0,0
14,11206,40.709765,-73.944519,84.3,38340.6342903226,11,1,40,56,1,88,39,85,95,84,92,84,93,0,0,0,72,2.11,1.89,19.7428571428571,10.7,45.7661290322581,6,0,0
20,11228,40.626227,-74.014758,62.2,53089.6955766817,11,45,1,22,32,96,12,95,96,89,91,69,94,38.5171790235081,0,27.4864376130199,580,2.92,3.28,32.0391061452514,17.2,46.3822894168467,309,86,1
10,10468,40.870295,-73.897019,85.7,32283.3888312185,61,0,0,99,0,97,8,91,93,87,88,82,92,3.63636363636364,0,3.63636363636364,51,2.15,2.18,23.5714285714286,11.9,48.9483747609943,0,0,0
29,11412,40.706768,-73.753793,48.7,75979.1702352941,5,3,86,8,1,94,14,92,95,92,90,98,96,2.94117647058824,2.45098039215686,1.96078431372549,162,2.32,2.13,22.6413043478261,15.7,46.2962962962963,18,0,0
11,10475,40.883064,-73.830908,63.1,51486.9861560549,3,0,67,29,2,93,22,91,84,86,79,78,90,9.72222222222222,7.2463768115942,9.72222222222222,94,2.49,2.53,32.5294117647059,14.9,46.4419475655431,24,0,0
27,11692,40.594435,-73.794945,82.5,47183.73,4,1,71,24,2,88,48,90,86,90,77,84,89,0,0,0,56,2.03,1.99,16.203125,10.8,47.7203647416413,0,0,0
4,10035,40.799315,-73.933952,72.2,30184.66,5,0,65,33,1,95,14,86,86,80,81,81,90,18.3333333333333,10,16.6666666666667,56,2.36,2.72,23.0773485146598,13.0187002064565,51.2758201701094,10,0,0
7,10451,40.81366,-73.925999,88.2,28484.0072170318,14,1,30,67,2,90,33,80,79,76,72,77,83,1.21951219512195,1.21951219512195,1.21951219512195,81,2.08,2.06,20.5192307692308,9.6,49.4915254237288,0,0,0
5,10030,40.814949,-73.945808,81.8,38743.2612160839,9,1,66,29,1,95,5,87,94,91,88,82,94,2.06185567010309,2.04081632653061,2.06185567010309,84,2.13,2.29,23.2314957578505,12.2218249456559,46.1794019933555,22,0,0
27,11420,40.665478,-73.811093,50.6,56649,6,49,22,22,2,95,14,86,87,88,78,80,90,16.2162162162162,1.35135135135135,6.75675675675676,138,2.64,2.86,26.8666666666667,16.9,47.6810414971522,52,0,0
22,11229,40.60667,-73.938716,49.4,69578.9011606338,3,9,47,16,27,94,17,91,91,80,88,94,91,12.2033898305085,5.08474576271187,5.08474576271187,294,2.78,2.68,29,12.4,48.4629294755877,98,7,1
9,10451,40.827572,-73.918927,80.3,25934.0654881107,6,1,24,71,1,95,14,82,80,80,76,71,85,7.77777777777778,0,0,89,2.63,2.63,28.2051282051282,12.5,55.9014267185473,13,0,0
31,10301,40.634527,-74.097992,71.7,37720.1325331019,9,5,34,44,16,91,29,81,85,81,75,74,86,4.32432432432432,1.62162162162162,1.62162162162162,325,2.45,2.32,23.1421568627451,13.4,54.5361875637105,40,0,0
25,11366,40.724191,-73.80937,44.3,65883.3925833333,2,40,17,23,18,96,9,81,87,85,82,73,89,6.66666666666667,0,2.7027027027027,76,2.8,2.8,27.4444444444444,12.2,49.8263888888889,23,0,0
21,11230,40.621492,-73.966006,69.5,37038.11,31,41,8,18,32,92,28,99,100,96,96,80,97,13.0952380952381,0,8.33333333333333,102,2.62,2.86,22.2222222222222,15,50.2283105022831,17,0,0
23,11212,40.672333,-73.906225,74.5,37886.74,3,0,84,13,1,95,16,96,95,87,91,90,91,35.6164383561644,21.9178082191781,30.1369863013699,84,2.89,3.59,23.1865936777037,15.702279879857,51.067463706234,43,0,0
15,11232,40.652095,-74.007424,80.7,25315.3596190476,15,19,1,75,4,96,9,78,84,84,85,71,92,26.6666666666667,0,24.2424242424242,163,2.68,2.89,24.3647058823529,11.7,46.2301587301587,53,0,0
24,11385,40.699269,-73.901988,68.7,42665.4963214756,22,10,3,76,11,93,22,81,90,82,81,69,91,7.66666666666667,0.666666666666667,7,345,2.32,2.36,22.0963302752294,12,47.4308300395257,61,0,0
15,11215,40.662963,-73.992106,48.4,52361.11,3,3,26,40,28,96,7,96,94,94,91,85,95,10.8695652173913,4.34782608695652,2.17391304347826,51,2.94,3.34,24.9286236851247,15.0946246744172,48.2897384305835,46,7,1
