"DISTRICT","ZIPCODE","LATITUDE","LONGITUDE","ECONOMIC_NEED_INDX","INCOME","PCT_ELL","PCT_ASIAN","PCT_BLACK","PCT_HISPANIC","PCT_WHITE","PCT_ATTENDANCE","PCT_ABSENCES","PCT_RIGOROUS","PCT_COLLABORATIVE","PCT_SUPPORTIVE","PCT_EFFECTIVE","PCT_FAMILY_TIES","PCT_TRUST","PCT_4S_UNDRRP","PCT_4S_ECNDSV","SPHS_APPLICANTS","ELA_PROF","MATH_PROF","CLASS_SIZE","PTRATIO","PCT_FEMALE","SPHS_TESTERS","SPHS_OFFERS","SPHS_FEEDER"
29,11413,40.668105,-73.757899,46.4,61391.8153454271,1,4,85,6,2,97,3,94,93,88,92,81,91,11.1111111111111,11.1111111111111,43,2.68,2.6,22.0606060606061,19.3,53.9115646258503,10,1,0
12,10457,40.848711,-73.888912,82.3,29954.4419285714,8,1,30,67,1,90,37,81,92,80,89,78,92,0,5,73,2.25,2.19,19.9047619047619,14.7,52.6785714285714,11,1,0
28,11374,40.732287,-73.853054,40.8,67340.834172875,9,24,10,23,41,95,12,91,89,84,84,72,90,0.636942675159236,12.1848739495798,533,2.95,3.19,27.65,19.7,49.9388753056235,249,84,0
3,10025,40.802678,-73.96595,47.7,64570.7060545809,2,6,26,37,26,96,8,83,95,89,93,84,95,3.7037037037037,7.40740740740741,122,3.11,3.23,26,16.1,46.7836257309941,64,15,0
19,11208,40.685841,-73.869429,78.8,33787.1199764803,22,4,14,77,1,92,26,93,94,85,86,76,93,0.763358778625954,6.87022900763359,151,2.27,2.2,22.6022727272727,14.5,50.2252252252252,11,1,0
30,11369,40.757692,-73.874171,55.4,53320.9420923427,5,14,10,48,27,97,6,94,96,90,93,75,95,0,15.0990099009901,460,2.91,3.2,25.4763948497854,17.3,51.4501891551072,206,47,0
30,11101,40.74308,-73.959251,56.3,57665.5836183195,7,16,13,51,18,94,14,88,94,85,97,85,92,0,6.25,141,2.68,2.8,23.6590909090909,12.8,50.3562945368171,65,10,0
21,11223,40.600816,-73.976838,63.6,48166.6643274514,11,29,8,26,36,95,16,92,94,88,89,74,93,0.398406374501992,13.5559921414538,420,2.62,2.8,25.8893805309735,14.5,48.5888634630053,160,26,0
21,11224,40.57866,-73.992391,31.1,92840.0884974213,1,28,7,5,54,96,7,88,89,87,86,73,91,1.42045454545455,12.5,429,3.53,3.71,33.9514563106796,18.8,51.2102874432678,336,196,0
29,11412,40.706768,-73.753793,48.7,75979.1702352941,5,3,86,8,1,94,14,92,95,92,90,98,96,2.45098039215686,1.96078431372549,162,2.32,2.13,22.6413043478261,15.7,46.2962962962963,18,1,0
31,10314,40.581969,-74.15936,31.7,70820.3251154684,0,10,7,20,62,95,10,94,88,90,85,76,86,0,9.62962962962963,156,3.03,3.01,27.2537313432836,13.4,54.6840958605665,70,15,0
17,11203,40.662087,-73.936458,74.4,45735.9047692308,5,1,82,11,0,93,18,85,82,81,87,86,90,1,2,72,2.12,2.13,18.2833333333333,10.8,48.2905982905983,13,0,1
30,11106,40.760397,-73.939713,59.7,48346.04,17,16,11,59,10,96,8,85,89,77,87,83,91,0,5.08474576271187,59,2.73,3.23,24.7096261678856,14.547093186896,52.9325513196481,20,3,0
14,11206,40.708781,-73.939529,82.5,36932.124376827,11,0,23,72,3,92,29,97,96,93,92,84,95,0,1.40845070422535,100,2.38,2.15,19.609375,10.4,49.0566037735849,0,0,1
26,11361,40.756375,-73.77232,27.4,83295.7285136922,6,61,5,14,20,97,5,88,91,83,85,72,90,0,23.7179487179487,382,3.15,3.46,28.8502415458937,17.6,46.5533522190746,236,110,0
30,11372,40.754326,-73.887594,68.2,46989.6050390544,21,8,1,89,2,96,9,87,85,86,74,76,86,0,8.1570996978852,581,2.43,2.57,24.6575757575758,13.6,47.0276633313714,137,12,0
19,11207,40.665557,-73.897641,89.1,32285.2919701493,4,2,64,33,1,94,16,88,97,83,94,85,93,0,0,63,2.19,2.2,19.9047619047619,11.8,48.2587064676617,12,0,1
11,10469,40.86429,-73.836566,69.1,45650.6978817639,7,3,65,29,2,90,33,89,91,83,84,73,86,2.64900662251656,2.64900662251656,177,2.29,2.1,22.8041237113402,13.5,46.7479674796748,42,2,0
16,11221,40.68972,-73.925019,69.9,38826.92,2,1,86,12,1,95,14,84,79,81,73,81,86,7.04225352112676,7.04225352112676,63,2.35,2.37,22.9791561518859,12.9297295685827,49.6038034865293,23,2,0
15,11231,40.677847,-74.004818,75.3,43246.9930420168,3,0,49,43,3,89,36,87,85,83,86,88,90,0,0,47,2.27,2.45,20.8053324485238,11.5240043849908,49.4047619047619,7,0,1
20,11209,40.633733,-74.02422,65.1,50776.12,26,20,2,30,48,95,13,87,88,87,81,76,90,0,11.5384615384615,124,2.71,2.81,27.6428571428571,14.4,46.3227222832053,51,9,0
4,10029,40.788341,-73.944095,80.6,32207.34,6,1,32,65,1,94,16,87,93,82,85,90,89,4.44444444444444,8.88888888888889,54,2.51,2.85,22.8477975543832,13.7819145150932,49.0654205607477,16,2,0
15,11215,40.67218,-73.984625,24.8,83763.3706001145,2,12,10,19,57,97,3,87,88,89,85,74,90,2.25988700564972,4.23728813559322,370,3.5,3.49,28.8169934640523,17,56.0352422907489,280,149,0
11,10467,40.86206,-73.864588,70.5,47940.4274241486,11,7,18,64,10,93,17,86,93,90,89,83,90,0,4.42477876106195,102,2.46,2.36,33.0428571428571,13,46.749226006192,35,2,0
4,10029,40.79259,-73.942119,43.5,48431.58,0,34,25,19,15,97,5,92,92,91,86,87,90,14.0350877192982,37.5,56,3.64,3.89,27.1428571428571,24.2,48.381601362862,54,40,0
7,10454,40.809065,-73.91752,84,32645.3622812668,27,0,7,91,1,97,6,99,99,87,94,92,97,0,6.17283950617284,87,2.38,2.3,24.6846630499275,13.0735175145462,52.463768115942,26,3,0
25,11355,40.749539,-73.821454,53.8,50136.5136597497,7,67,10,18,4,98,2,89,88,84,85,74,91,0,31.7757009345794,106,2.96,3.39,24.7543859649123,11,45.7627118644068,70,29,0
17,11226,40.649588,-73.957176,53.6,62571.7370344828,0,3,86,8,1,97,6,97,96,89,91,90,94,6.89655172413793,8.62068965517241,67,2.96,2.98,23.3333333333333,16.6,48.7037037037037,20,2,0
9,10457,40.839457,-73.901895,82.2,36682.5431399711,11,1,34,64,1,92,26,82,82,80,79,77,86,0,0,82,2.23,2.47,20.3414634146341,10.3,46.2662337662338,13,0,1
21,11223,40.598888,-73.974233,70.7,47946.7266841882,3,9,40,32,16,95,28,86,89,82,85,84,92,2.38095238095238,7.14285714285714,90,2.52,2.81,21.4758576188091,13.157730591215,44.3125618199802,22,2,0
3,10027,40.806541,-73.951368,85,39051.13,9,1,80,16,3,90,42,91,95,93,89,89,96,4.65116279069767,4.65116279069767,59,2.39,2.24,23.8235294117647,14.7,52.3305084745763,0,0,1
8,10455,40.815971,-73.901686,90.6,28130.2093729776,25,1,20,77,1,87,48,82,84,95,76,77,92,0.65359477124183,7.18954248366013,166,2.22,2.17,25.0740740740741,14.2,43.8524590163934,13,1,0
21,11230,40.621492,-73.966006,69.5,37038.11,31,41,8,18,32,92,28,99,100,96,96,80,97,0,8.33333333333333,102,2.62,2.86,22.2222222222222,15,50.2283105022831,17,2,0
28,11374,40.712046,-73.861195,39.7,72785.1303022856,2,17,18,39,20,96,7,87,96,85,93,80,93,2.02020202020202,5.05050505050505,127,2.77,2.66,25.5333333333333,12.6,47.8002378121284,21,2,0
29,11433,40.70076,-73.781916,74.8,48919.46,11,5,60,32,2,91,38,86,83,80,77,85,87,0,0,63,2.26,2.24,22.1764705882353,13.7,50.8838383838384,10,0,1
9,10457,40.839654,-73.911386,92,32973.1869230769,34,0,30,67,0,66,74,66,71,93,67,78,89,0,0,60,1.9,1.91,21.1904761904762,8.9,40.1709401709402,0,0,1
19,11208,40.670064,-73.874556,70.3,52089.3022464512,3,2,76,19,0,95,14,78,71,80,65,79,79,3.8961038961039,6.49350649350649,90,2.3,2.44,22.2227860610233,12.891474770055,38.3720930232558,30,2,0
